x,y,machine,trial,y_pred,subject
25,21.3,5,3,21.2,35
81,50.4,5,4,45.2,35
96,84.9,5,5,76.5,35
80,42.5,1,1,100.0,36
96,68.2,1,2,48.5,36
73,36.3,1,3,48.5,36
50,26.2,1,4,25.0,36
40,24.4,1,5,20.5,36
73,65.3,2,1,36.3,36
52,36.7,2,2,41.2,36
16,23.8,2,3,12.4,36
75,69.9,2,4,54.2,36
52,36.7,2,5,36.7,36
78,36.2,3,1,68.2,36
97,63.7,3,2,68.4,36
94,57.5,3,3,62.1,36
87,46.1,3,4,47.2,36
30,20.5,3,5,15.2,36
68,34.3,4,1,42.5,36
27,22.2,4,2,16.7,36
30,22.5,4,3,20.5,36
54,27.3,4,4,32.2,36
46,25.0,4,5,25.4,36
97,88.7,5,1,63.7,36
5,20.1,5,2,1.2,36
44,24.3,5,3,34.2,36
37,22.9,5,4,21.5,36
38,23.0,5,5,23.2,36
37,22.4,1,1,10.0,37
29,21.2,1,2,19.4,37
85,58.6,1,3,42.1,37
23,20.6,1,4,17.4,37
21,20.4,1,5,20.2,37
58,32.8,2,1,38.6,37
82,62.7,2,2,45.6,37
37,24.4,2,3,22.4,37
27,22.6,2,4,22.2,37
5,20.8,2,5,2.4,37
96,126.2,3,1,64.8,37
65,43.4,3,2,102.7,37
75,57.8,3,3,48.6,37
98,137.3,3,4,128.6,37
80,68.3,3,5,64.6,37
11,22.4,4,1,10.8,37
83,94.9,4,2,62.7,37
15,22.9,4,3,24.4,37
71,61.3,4,4,100.1,37
3,21.8,4,5,20.8,37
48,37.1,5,1,32.8,37
47,36.3,5,2,36.9,37
75,88.3,5,3,57.8,37
15,22.7,5,4,22.9,37
78,99.5,5,5,89.2,37
12,22.4,1,1,12.0,38
6,21.8,1,2,12.4,38
49,34.1,1,3,22.1,38
10,22.1,1,4,22.2,38
24,24.2,1,5,22.2,38
7,21.4,2,1,21.9,38
60,34.8,2,2,34.1,38
54,31.1,2,3,34.1,38
95,103.6,2,4,34.2,38
92,92.0,2,5,102.1,38
5,20.4,3,1,21.2,38
43,26.5,3,2,32.1,38
67,43.0,3,3,32.1,38
51,30.0,3,4,29.1,38
10,20.7,3,5,20.0,38
99,55.8,4,1,100.0,38
62,24.8,4,2,32.0,38
41,21.0,4,3,21.0,38
50,22.2,4,4,25.0,38
93,46.3,4,5,93.0,38
44,22.3,5,1,25.0,38
69,34.2,5,2,34.2,38
99,92.2,5,3,55.9,38
54,25.4,5,4,29.0,38
88,60.6,5,5,44.2,38
54,28.4,1,1,10.0,39
72,40.6,1,2,36.8,39
29,22.4,1,3,16.4,39
63,33.2,1,4,35.4,39
37,23.6,1,5,26.4,39
11,22.0,2,1,10.2,39
67,45.9,2,2,40.0,39
76,60.3,2,3,50.4,39
79,66.8,2,4,62.5,39
90,100.8,2,5,75.0,39
97,186.5,3,1,100.0,39
34,26.9,3,2,100.2,39
74,72.5,3,3,100.9,39
91,143.3,3,4,175.5,39
64,51.8,3,5,62.5,39
15,22.2,4,1,15.0,39
89,132.3,4,2,100.1,39
36,27.4,4,3,23.4,39
28,24.8,4,4,22.6,39
17,22.5,4,5,23.4,39
14,22.7,5,1,22.1,39
36,28.5,5,2,27.5,39
59,46.9,5,3,41.2,39
42,31.4,5,4,33.5,39
36,28.5,5,5,28.5,39
19,22.0,1,1,19.0,40
25,22.6,1,2,27.0,40
37,24.6,1,3,23.2,40
96,103.3,1,4,26.0,40
10,21.4,1,5,10.0,40
67,56.1,2,1,100.0,40
25,25.1,2,2,22.6,40
39,29.5,2,3,39.1,40
17,23.7,2,4,17.1,40
14,23.3,2,5,22.2,40
16,23.1,3,1,22.1,40
73,62.9,3,2,56.1,40
28,25.2,3,3,28.5,40
68,53.5,3,4,57.5,40
50,34.1,3,5,45.2,40
74,61.3,4,1,63.1,40
91,115.4,4,2,75.5,40
88,102.2,4,3,113.5,40
82,81.1,4,4,92.1,40
55,36.5,4,5,55.1,40
53,32.9,5,1,34.5,40
69,49.5,5,2,51.5,40
22,22.2,5,3,21.1,40
74,58.0,5,4,61.3,40
96,135.6,5,5,103.3,40
59,35.2,1,1,100.0,41
7,20.5,1,2,1.2,41
31,23.2,1,3,15.7,41
5,20.4,1,4,15.2,41
28,22.7,1,5,23.1,41
84,93.3,2,1,42.1,41
94,141.2,2,2,94.2,41
35,25.8,2,3,102.2,41
25,23.3,2,4,19.2,41
80,79.9,2,5,100.2,41
40,23.6,3,1,25.2,41
30,22.4,3,2,22.5,41
74,37.2,3,3,100.2,41
1,21.0,3,4,1.2,41
57,27.7,3,5,22.9,41
93,106.7,4,1,101.2,41
37,25.0,4,2,23.5,41
82,69.9,4,3,79.5,41
68,44.6,4,4,45.2,41
43,26.8,4,5,24.2,41
38,28.9,5,1,24.2,41
87,127.8,5,2,100.2,41
7,21.5,5,3,20.5,41
9,21.7,5,4,21.6,41
15,22.5,5,5,22.1,41
76,69.4,1,1,100.0,42
98,169.2,1,2,89.2,42
22,22.9,1,3,11.2,42
10,21.4,1,4,10.1,42
60,42.0,1,5,120.6,42
87,62.1,2,1,100.0,42
51,26.3,2,2,10.2,42
72,39.5,2,3,104.2,42
82,52.6,2,4,49.2,42
62,31.5,2,5,34.9,42
55,35.1,3,1,27.5,42
61,39.9,3,2,36.5,42
9,22.6,3,3,10.4,42
4,22.3,3,4,16.4,42
36,26.6,3,5,24.0,42
78,53.4,4,1,52.1,42
93,91.1,4,2,159.2,42
36,23.7,4,3,26.6,42
99,116.2,4,4,100.2,42
84,65.2,4,5,59.5,42
87,213.0,5,1,62.1,42
1,22.3,5,2,1.0,42
39,37.2,5,3,26.6,42
11,24.0,5,4,22.6,42
0,22.2,5,5,22.3,42
15,24.0,1,1,10.0,43
25,25.9,1,2,34.0,43
15,24.0,1,3,24.0,43
6,22.9,1,4,1.0,43
53,40.6,1,5,25.9,43
13,23.2,2,1,24.0,43
37,29.6,2,2,37.1,43
93,170.9,2,3,39.9,43
68,63.5,2,4,110.6,43
66,59.4,2,5,62.2,43
40,26.2,3,1,29.6,43
48,29.7,3,2,28.5,43
14,20.9,3,3,23.2,43
28,22.9,3,4,25.1,43
29,23.1,3,5,23.2,43
12,23.0,4,1,22.9,43
0,22.3,4,2,20.0,43
44,29.6,4,3,28.5,43
8,22.7,4,4,22.9,43
35,26.6,4,5,27.5,43
89,153.2,5,1,170.9,43
17,24.8,5,2,23.1,43
19,25.2,5,3,25.1,43
60,52.1,5,4,39.6,43
98,228.2,5,5,160.9,43
57,45.0,1,1,10.0,44
47,34.9,1,2,45.0,44
26,24.8,1,3,17.8,44
1,20.9,1,4,1.0,44
15,22.5,1,5,19.8,44
28,22.8,2,1,24.9,44
70,47.2,2,2,22.9,44
99,138.1,2,3,55.5,44
70,47.2,2,4,123.2,44
23,22.0,2,5,22.8,44
44,23.1,3,1,22.0,44
74,31.0,3,2,45.2,44
32,22.1,3,3,22.1,44
90,43.4,3,4,45.0,44
62,26.4,3,5,29.9,44
47,29.5,4,1,23.1,44
79,72.6,4,2,40.1,44
44,27.9,4,3,23.1,44
14,20.6,4,4,19.8,44
24,22.0,4,5,22.2,44
94,128.2,5,1,123.1,44
40,27.1,5,2,24.1,44
31,24.5,5,3,22.2,44
51,32.5,5,4,31.2,44
40,27.1,5,5,27.1,44
91,177.2,1,1,10.0,45
49,39.5,1,2,100.4,45
58,50.4,1,3,100.5,45
15,23.8,1,4,1.5,45
44,35.3,1,5,41.2,45
25,21.9,2,1,12.5,45
55,27.9,2,2,49.5,45
76,42.4,2,3,33.9,45
28,22.2,2,4,23.1,45
38,23.5,2,5,25.2,45
68,49.4,3,1,49.5,45
78,68.5,3,2,51.4,45
97,145.7,3,3,89.4,45
84,85.5,3,4,105.6,45
70,52.5,3,5,61.2,45
79,82.5,4,1,101.2,45
18,21.5,4,2,19.5,45
25,22.8,4,3,22.5,45
31,24.3,4,4,24.2,45
87,113.9,4,5,100.5,45
73,59.9,5,1,59.5,45
97,155.1,5,2,145.7,45
1,19.9,5,3,1.5,45
39,26.3,5,4,35.5,45
49,31.2,5,5,39.5,45
83,76.7,1,1,10.0,46
13,22.6,1,2,11.3,46
60,38.6,1,3,54.4,46
82,74.0,1,4,75.7,46
75,58.3,1,5,66.5,46
2,21.4,2,1,1.2,46
68,57.2,2,2,42.2,46
23,23.9,2,3,29.6,46
77,78.3,2,4,69.1,46
40,29.2,2,5,40.0,46
5,22.7,3,1,22.6,46
82,85.8,3,2,74.0,46
94,138.7,3,3,95.2,46
7,22.9,3,4,22.7,46
97,157.7,3,5,141.2,46
4,20.0,4,1,21.4,46
49,22.0,4,2,49.0,46
90,37.3,4,3,100.0,46
4,20.0,4,4,20.0,46
0,20.0,4,5,0.0,46
46,28.9,5,1,22.0,46
93,118.0,5,2,149.7,46
45,28.4,5,3,28.6,46
54,33.5,5,4,30.9,46
57,35.8,5,5,35.5,46
69,60.5,1,1,100.0,47
17,22.9,1,2,15.5,47
21,23.6,1,3,25.5,47
32,26.3,1,4,34.2,47
31,26.0,1,5,26.1,47
54,29.5,2,1,49.5,47
19,22.0,2,2,23.4,47
11,21.5,2,3,12.5,47
78,50.7,2,4,26.5,47
60,32.7,2,5,45.0,47
57,40.7,3,1,29.5,47
82,90.7,3,2,55.5,47
2,21.8,3,3,1.5,47
62,46.4,3,4,45.5,47
50,34.7,3,5,38.2,47
65,55.6,4,1,45.5,47
67,59.3,4,2,56.5,47
5,22.9,4,3,21.5,47
29,26.9,4,4,28.2,47
85,114.9,4,5,75.2,47
81,53.1,5,1,100.7,47
46,25.7,5,2,32.9,47
94,83.5,5,3,100.7,47
2,20.6,5,4,21.8,47
93,80.4,5,5,100.5,47
71,57.6,1,1,10.0,48
26,24.7,1,2,19.6,48
46,31.4,1,3,42.2,48
62,44.3,1,4,41.2,48
23,24.2,1,5,19.2,48
78,29.9,2,1,59.4,48
48,21.0,2,2,24.7,48
8,18.8,2,3,1.2,48
38,20.0,2,4,20.1,48
74,27.8,2,5,28.0,48
39,23.4,3,1,21.0,48
81,57.2,3,2,30.0,48
24,21.0,3,3,24.2,48
2,19.5,3,4,18.8,48
56,29.7,3,5,31.0,48
21,22.4,4,1,21.0,48
50,35.2,4,2,25.0,48
87,125.1,4,3,59.0,48
19,22.0,4,4,21.0,48
3,20.1,4,5,19.5,48
27,24.0,5,1,23.0,48
39,27.0,5,2,23.4,48
85,86.3,5,3,124.0,48
48,30.8,5,4,31.0,48
99,153.2,5,5,100.0,48
44,19.5,1,1,10.0,49
53,18.2,1,2,22.5,49
73,12.0,1,3,16.9,49
69,13.8,1,4,11.5,49
91,-2.3,1,5,10.0,49
43,27.8,2,1,19.5,49
50,30.9,2,2,25.2,49
79,65.4,2,3,29.1,49
11,21.8,2,4,1.2,49
74,55.4,2,5,59.2,49
86,89.0,3,1,1.2,49
6,21.2,3,2,1.2,49
46,29.3,3,3,49.0,49
35,25.3,3,4,22.1,49
33,24.8,3,5,24.5,49
90,49.9,4,1,10.0,49
89,48.6,4,2,49.9,49
86,44.8,4,3,47.2,49
73,33.5,4,4,35.4,49
68,30.8,4,5,29.2,49
73,23.5,5,1,12.0,49
37,21.4,5,2,21.2,49
44,21.5,5,3,20.5,49
9,21.1,5,4,19.8,49
54,21.9,5,5,21.6,49
66,45.8,1,1,100.0,50
14,22.6,1,2,10.2,50
58,37.5,1,3,45.8,50
77,64.1,1,4,50.2,50
12,22.5,1,5,21.2,50
4,22.9,2,1,1.2,50
2,22.7,2,2,22.9,50
63,42.1,2,3,45.9,50
17,23.8,2,4,22.5,50
46,30.5,2,5,33.5,50
16,22.4,3,1,23.1,50
86,85.4,3,2,62.1,50
67,45.6,3,3,45.5,50
40,27.0,3,4,29.5,50
68,46.9,3,5,45.9,50
83,90.5,4,1,84.1,50
48,30.8,4,2,35.2,50
37,25.5,4,3,24.5,50
33,24.2,4,4,24.2,50
50,32.1,4,5,31.5,50
65,47.9,5,1,45.5,50
56,37.3,5,2,39.5,50
98,171.7,5,3,97.5,50
43,28.3,5,4,27.5,50
49,31.7,5,5,32.5,50
